"exp","set_id","cond","A_level","B_level","role","context","sentence","critical_region","cq_question","cq_options","cq_answer","list","norm_status","note"
"E2","09","b","A1","B2","target","동네 약국에서 약사가 일주일 전 기침 감기약을 지어 간 80대 남성 단골에게 말한다. 이 남성은 그때 약국에 없던 연고를 따로 주문해 두었다.","어르신, 지난주에 비하면 기침이 많이 가라앉았어요.","가라앉았어요","","","","1","덜 선호 — 간접 높임 생략(주어 '기침' = 청자의 건강·기분, 청자 높임은 해요체로 유지)","A1=건강·기분(기침) / A2=주문·예약한 것(연고) / 장면=약국(병원·약국, 서비스 발화) / 화계=해요체 / 서술어 가라앉다·들어오다(모두 과거) / 주어 음절 2·2 / 판정 근거: 기침은 청자의 건강 상태. 연고는 청자가 주문해 둔 약국 입고 상품(아직 청자가 받지 않음) | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격) | c는 『표준 언어 예절』(2011) 159쪽이 바른 경어법이 아니라고 든 '주문하신 커피 나오셨습니다'와 같은 구조(청자가 주문·예약한 뒤 아직 건네받지 않은 물건)라 비표준 판정이 규범과 맞음"
"E2","09","c","A2","B1","target","동네 약국에서 약사가 일주일 전 기침 감기약을 지어 간 80대 남성 단골에게 말한다. 이 남성은 그때 약국에 없던 연고를 따로 주문해 두었다.","어르신, 그 연고가 오늘 오후에 드디어 들어오셨어요.","들어오셨어요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(어르신)|연고|화자 자신|높이려는 대상이 없다","듣는 사람(어르신)","2","비표준 — 사물 높임(주어 '연고' = 청자와 무관한 주문·예약한 것)","A1=건강·기분(기침) / A2=주문·예약한 것(연고) / 장면=약국(병원·약국, 서비스 발화) / 화계=해요체 / 서술어 가라앉다·들어오다(모두 과거) / 주어 음절 2·2 / 판정 근거: 기침은 청자의 건강 상태. 연고는 청자가 주문해 둔 약국 입고 상품(아직 청자가 받지 않음) | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격) | c는 『표준 언어 예절』(2011) 159쪽이 바른 경어법이 아니라고 든 '주문하신 커피 나오셨습니다'와 같은 구조(청자가 주문·예약한 뒤 아직 건네받지 않은 물건)라 비표준 판정이 규범과 맞음"
"E2","09","d","A2","B2","target","동네 약국에서 약사가 일주일 전 기침 감기약을 지어 간 80대 남성 단골에게 말한다. 이 남성은 그때 약국에 없던 연고를 따로 주문해 두었다.","어르신, 그 연고가 오늘 오후에 드디어 들어왔어요.","들어왔어요","","","","3","적격 — 사물 주어에 -시- 없음(청자 높임은 해요체로 유지)","A1=건강·기분(기침) / A2=주문·예약한 것(연고) / 장면=약국(병원·약국, 서비스 발화) / 화계=해요체 / 서술어 가라앉다·들어오다(모두 과거) / 주어 음절 2·2 / 판정 근거: 기침은 청자의 건강 상태. 연고는 청자가 주문해 둔 약국 입고 상품(아직 청자가 받지 않음) | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격) | c는 『표준 언어 예절』(2011) 159쪽이 바른 경어법이 아니라고 든 '주문하신 커피 나오셨습니다'와 같은 구조(청자가 주문·예약한 뒤 아직 건네받지 않은 물건)라 비표준 판정이 규범과 맞음"
"E2","10","a","A1","B1","target","개학 날, 고등학생이 매점에 다녀오다가 복도에서 담임 교사와 마주쳐 말한다. 담임 교사는 방학 동안 꾸준히 운동을 했다.","선생님, 방학 전보다 체중이 많이 빠지셨어요.","빠지셨어요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(선생님)|체중|화자 자신|높이려는 대상이 없다","듣는 사람(선생님)","3","적격 — 간접 높임(주어 '체중' = 청자의 건강·기분)","A1=건강·기분(체중) / A2=가격·요금(빵값) / 장면=학교 복도(학교, 비서비스) / 화계=해요체 / 서술어 빠지다·오르다(모두 과거, 5음절 활용형) / 주어 음절 2·2 / 판정 근거: 체중은 청자의 건강 상태. 매점 빵값은 학교 매점 상품의 가격으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","10","b","A1","B2","target","개학 날, 고등학생이 매점에 다녀오다가 복도에서 담임 교사와 마주쳐 말한다. 담임 교사는 방학 동안 꾸준히 운동을 했다.","선생님, 방학 전보다 체중이 많이 빠졌어요.","빠졌어요","","","","4","덜 선호 — 간접 높임 생략(주어 '체중' = 청자의 건강·기분, 청자 높임은 해요체로 유지)","A1=건강·기분(체중) / A2=가격·요금(빵값) / 장면=학교 복도(학교, 비서비스) / 화계=해요체 / 서술어 빠지다·오르다(모두 과거, 5음절 활용형) / 주어 음절 2·2 / 판정 근거: 체중은 청자의 건강 상태. 매점 빵값은 학교 매점 상품의 가격으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","10","c","A2","B1","target","개학 날, 고등학생이 매점에 다녀오다가 복도에서 담임 교사와 마주쳐 말한다. 담임 교사는 방학 동안 꾸준히 운동을 했다.","선생님, 방학 전보다 매점 빵값이 많이 오르셨어요.","오르셨어요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(선생님)|빵값|화자 자신|높이려는 대상이 없다","듣는 사람(선생님)","1","비표준 — 사물 높임(주어 '빵값' = 청자와 무관한 가격·요금)","A1=건강·기분(체중) / A2=가격·요금(빵값) / 장면=학교 복도(학교, 비서비스) / 화계=해요체 / 서술어 빠지다·오르다(모두 과거, 5음절 활용형) / 주어 음절 2·2 / 판정 근거: 체중은 청자의 건강 상태. 매점 빵값은 학교 매점 상품의 가격으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","10","d","A2","B2","target","개학 날, 고등학생이 매점에 다녀오다가 복도에서 담임 교사와 마주쳐 말한다. 담임 교사는 방학 동안 꾸준히 운동을 했다.","선생님, 방학 전보다 매점 빵값이 많이 올랐어요.","올랐어요","","","","2","적격 — 사물 주어에 -시- 없음(청자 높임은 해요체로 유지)","A1=건강·기분(체중) / A2=가격·요금(빵값) / 장면=학교 복도(학교, 비서비스) / 화계=해요체 / 서술어 빠지다·오르다(모두 과거, 5음절 활용형) / 주어 음절 2·2 / 판정 근거: 체중은 청자의 건강 상태. 매점 빵값은 학교 매점 상품의 가격으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","11","a","A1","B1","target","점심때 동네 국밥집 주인이, 수술 뒤 한 달 만에 가게에 들른 70대 남성 단골에게 이 남성이 주문한 국밥을 가져다주며 말한다. 가게에는 주문이 밀려 있었다.","할아버지, 한 달 전보다 기운이 훨씬 넘치세요.","넘치세요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(할아버지)|기운|화자 자신|높이려는 대상이 없다","듣는 사람(할아버지)","2","적격 — 간접 높임(주어 '기운' = 청자의 건강·기분)","A1=건강·기분(기운) / A2=주문·예약한 것(국밥) / 장면=국밥집(가게, 서비스 발화) / 화계=해요체 / 서술어 넘치다(현재)·나오다(과거) — 서술어 다름 / 주어 음절 2·2 / 판정 근거: 기운은 청자의 건강 상태. 국밥은 청자가 주문한 음식('커피 나오셨습니다'형 사물 높임) | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격) | c는 『표준 언어 예절』(2011) 159쪽이 바른 경어법이 아니라고 든 '주문하신 커피 나오셨습니다'와 같은 구조(청자가 주문·예약한 뒤 아직 건네받지 않은 물건)라 비표준 판정이 규범과 맞음"
"E2","11","b","A1","B2","target","점심때 동네 국밥집 주인이, 수술 뒤 한 달 만에 가게에 들른 70대 남성 단골에게 이 남성이 주문한 국밥을 가져다주며 말한다. 가게에는 주문이 밀려 있었다.","할아버지, 한 달 전보다 기운이 훨씬 넘쳐요.","넘쳐요","","","","3","덜 선호 — 간접 높임 생략(주어 '기운' = 청자의 건강·기분, 청자 높임은 해요체로 유지)","A1=건강·기분(기운) / A2=주문·예약한 것(국밥) / 장면=국밥집(가게, 서비스 발화) / 화계=해요체 / 서술어 넘치다(현재)·나오다(과거) — 서술어 다름 / 주어 음절 2·2 / 판정 근거: 기운은 청자의 건강 상태. 국밥은 청자가 주문한 음식('커피 나오셨습니다'형 사물 높임) | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격) | c는 『표준 언어 예절』(2011) 159쪽이 바른 경어법이 아니라고 든 '주문하신 커피 나오셨습니다'와 같은 구조(청자가 주문·예약한 뒤 아직 건네받지 않은 물건)라 비표준 판정이 규범과 맞음"
"E2","11","c","A2","B1","target","점심때 동네 국밥집 주인이, 수술 뒤 한 달 만에 가게에 들른 70대 남성 단골에게 이 남성이 주문한 국밥을 가져다주며 말한다. 가게에는 주문이 밀려 있었다.","할아버지, 오늘은 주문이 밀려서 국밥이 좀 늦게 나오셨어요.","나오셨어요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(할아버지)|국밥|화자 자신|높이려는 대상이 없다","듣는 사람(할아버지)","4","비표준 — 사물 높임(주어 '국밥' = 청자와 무관한 주문·예약한 것)","A1=건강·기분(기운) / A2=주문·예약한 것(국밥) / 장면=국밥집(가게, 서비스 발화) / 화계=해요체 / 서술어 넘치다(현재)·나오다(과거) — 서술어 다름 / 주어 음절 2·2 / 판정 근거: 기운은 청자의 건강 상태. 국밥은 청자가 주문한 음식('커피 나오셨습니다'형 사물 높임) | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격) | c는 『표준 언어 예절』(2011) 159쪽이 바른 경어법이 아니라고 든 '주문하신 커피 나오셨습니다'와 같은 구조(청자가 주문·예약한 뒤 아직 건네받지 않은 물건)라 비표준 판정이 규범과 맞음"
"E2","11","d","A2","B2","target","점심때 동네 국밥집 주인이, 수술 뒤 한 달 만에 가게에 들른 70대 남성 단골에게 이 남성이 주문한 국밥을 가져다주며 말한다. 가게에는 주문이 밀려 있었다.","할아버지, 오늘은 주문이 밀려서 국밥이 좀 늦게 나왔어요.","나왔어요","","","","1","적격 — 사물 주어에 -시- 없음(청자 높임은 해요체로 유지)","A1=건강·기분(기운) / A2=주문·예약한 것(국밥) / 장면=국밥집(가게, 서비스 발화) / 화계=해요체 / 서술어 넘치다(현재)·나오다(과거) — 서술어 다름 / 주어 음절 2·2 / 판정 근거: 기운은 청자의 건강 상태. 국밥은 청자가 주문한 음식('커피 나오셨습니다'형 사물 높임) | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격) | c는 『표준 언어 예절』(2011) 159쪽이 바른 경어법이 아니라고 든 '주문하신 커피 나오셨습니다'와 같은 구조(청자가 주문·예약한 뒤 아직 건네받지 않은 물건)라 비표준 판정이 규범과 맞음"
"E2","12","a","A1","B1","target","주말 아침, 사위가 장인과 함께 동네 시장에 장을 보러 나와 과일 가게 앞에서 말한다. 장인은 지난달 감기로 한동안 앓아누웠다가 최근 회복했다.","아버님, 오늘은 아침부터 혈색이 좋아 보이세요.","보이세요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(아버님)|혈색|화자 자신|높이려는 대상이 없다","듣는 사람(아버님)","1","적격 — 간접 높임(주어 '혈색' = 청자의 건강·기분)","A1=건강·기분(혈색) / A2=상품·음식(사과) / 장면=전통시장 과일 가게(가게이나 화자는 가족, 비서비스) / 화계=해요체 / 서술어 좋아 보이다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 혈색은 청자의 건강 상태. 사과는 과일 가게가 파는 상품으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","12","b","A1","B2","target","주말 아침, 사위가 장인과 함께 동네 시장에 장을 보러 나와 과일 가게 앞에서 말한다. 장인은 지난달 감기로 한동안 앓아누웠다가 최근 회복했다.","아버님, 오늘은 아침부터 혈색이 좋아 보여요.","보여요","","","","2","덜 선호 — 간접 높임 생략(주어 '혈색' = 청자의 건강·기분, 청자 높임은 해요체로 유지)","A1=건강·기분(혈색) / A2=상품·음식(사과) / 장면=전통시장 과일 가게(가게이나 화자는 가족, 비서비스) / 화계=해요체 / 서술어 좋아 보이다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 혈색은 청자의 건강 상태. 사과는 과일 가게가 파는 상품으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","12","c","A2","B1","target","주말 아침, 사위가 장인과 함께 동네 시장에 장을 보러 나와 과일 가게 앞에서 말한다. 장인은 지난달 감기로 한동안 앓아누웠다가 최근 회복했다.","아버님, 이 가게 사과는 하나같이 좋아 보이세요.","보이세요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(아버님)|사과|화자 자신|높이려는 대상이 없다","듣는 사람(아버님)","3","비표준 — 사물 높임(주어 '사과' = 청자와 무관한 상품·음식)","A1=건강·기분(혈색) / A2=상품·음식(사과) / 장면=전통시장 과일 가게(가게이나 화자는 가족, 비서비스) / 화계=해요체 / 서술어 좋아 보이다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 혈색은 청자의 건강 상태. 사과는 과일 가게가 파는 상품으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","12","d","A2","B2","target","주말 아침, 사위가 장인과 함께 동네 시장에 장을 보러 나와 과일 가게 앞에서 말한다. 장인은 지난달 감기로 한동안 앓아누웠다가 최근 회복했다.","아버님, 이 가게 사과는 하나같이 좋아 보여요.","보여요","","","","4","적격 — 사물 주어에 -시- 없음(청자 높임은 해요체로 유지)","A1=건강·기분(혈색) / A2=상품·음식(사과) / 장면=전통시장 과일 가게(가게이나 화자는 가족, 비서비스) / 화계=해요체 / 서술어 좋아 보이다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 혈색은 청자의 건강 상태. 사과는 과일 가게가 파는 상품으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","13","a","A1","B1","target","월요일 아침, 비서가 회사 로비에서 출근한 부장을 맞으며 이번 주 업무를 보고한다. 로비에서는 이번 주 내내 인테리어 공사가 진행된다.","부장님, 이번 주는 출장 때문에 일정이 꽤 복잡하십니다.","복잡하십니다","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(부장님)|일정|화자 자신|높이려는 대상이 없다","듣는 사람(부장님)","4","적격 — 간접 높임(주어 '일정' = 청자의 말씀·생각·계획)","A1=말씀·생각·계획(일정) / A2=시설·장소(로비) / 장면=회사 로비(회사, 비서비스) / 화계=합쇼체 / 서술어 복잡하다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 일정은 청자의 계획. 로비는 회사 건물 공간으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","13","b","A1","B2","target","월요일 아침, 비서가 회사 로비에서 출근한 부장을 맞으며 이번 주 업무를 보고한다. 로비에서는 이번 주 내내 인테리어 공사가 진행된다.","부장님, 이번 주는 출장 때문에 일정이 꽤 복잡합니다.","복잡합니다","","","","1","덜 선호 — 간접 높임 생략(주어 '일정' = 청자의 말씀·생각·계획, 청자 높임은 합쇼체로 유지)","A1=말씀·생각·계획(일정) / A2=시설·장소(로비) / 장면=회사 로비(회사, 비서비스) / 화계=합쇼체 / 서술어 복잡하다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 일정은 청자의 계획. 로비는 회사 건물 공간으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","13","c","A2","B1","target","월요일 아침, 비서가 회사 로비에서 출근한 부장을 맞으며 이번 주 업무를 보고한다. 로비에서는 이번 주 내내 인테리어 공사가 진행된다.","부장님, 이번 주는 공사 때문에 로비가 꽤 복잡하십니다.","복잡하십니다","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(부장님)|로비|화자 자신|높이려는 대상이 없다","듣는 사람(부장님)","2","비표준 — 사물 높임(주어 '로비' = 청자와 무관한 시설·장소)","A1=말씀·생각·계획(일정) / A2=시설·장소(로비) / 장면=회사 로비(회사, 비서비스) / 화계=합쇼체 / 서술어 복잡하다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 일정은 청자의 계획. 로비는 회사 건물 공간으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","13","d","A2","B2","target","월요일 아침, 비서가 회사 로비에서 출근한 부장을 맞으며 이번 주 업무를 보고한다. 로비에서는 이번 주 내내 인테리어 공사가 진행된다.","부장님, 이번 주는 공사 때문에 로비가 꽤 복잡합니다.","복잡합니다","","","","3","적격 — 사물 주어에 -시- 없음(청자 높임은 합쇼체로 유지)","A1=말씀·생각·계획(일정) / A2=시설·장소(로비) / 장면=회사 로비(회사, 비서비스) / 화계=합쇼체 / 서술어 복잡하다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 일정은 청자의 계획. 로비는 회사 건물 공간으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","14","a","A1","B1","target","은행 창구에서 직원이 석 달 만에 대출 상담을 받으러 다시 온 50대 남성 고객의 상담 서류를 넘겨 보며 말한다.","고객님, 지난번 상담 때와는 생각이 많이 바뀌셨습니다.","바뀌셨습니다","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(고객님)|생각|화자 자신|높이려는 대상이 없다","듣는 사람(고객님)","3","적격 — 간접 높임(주어 '생각' = 청자의 말씀·생각·계획)","A1=말씀·생각·계획(생각) / A2=가격·요금(시중 금리) / 장면=은행 창구(금융, 서비스 발화) / 화계=합쇼체 / 서술어 바뀌다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 생각은 청자의 생각. 시중 금리는 시장 전체의 이자율(돈의 가격)로 청자 개인의 대출 조건과 구별되게 '시중'을 붙임 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","14","b","A1","B2","target","은행 창구에서 직원이 석 달 만에 대출 상담을 받으러 다시 온 50대 남성 고객의 상담 서류를 넘겨 보며 말한다.","고객님, 지난번 상담 때와는 생각이 많이 바뀌었습니다.","바뀌었습니다","","","","4","덜 선호 — 간접 높임 생략(주어 '생각' = 청자의 말씀·생각·계획, 청자 높임은 합쇼체로 유지)","A1=말씀·생각·계획(생각) / A2=가격·요금(시중 금리) / 장면=은행 창구(금융, 서비스 발화) / 화계=합쇼체 / 서술어 바뀌다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 생각은 청자의 생각. 시중 금리는 시장 전체의 이자율(돈의 가격)로 청자 개인의 대출 조건과 구별되게 '시중'을 붙임 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","14","c","A2","B1","target","은행 창구에서 직원이 석 달 만에 대출 상담을 받으러 다시 온 50대 남성 고객의 상담 서류를 넘겨 보며 말한다.","고객님, 지난번 상담 때와는 시중 금리가 많이 바뀌셨습니다.","바뀌셨습니다","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(고객님)|시중 금리|화자 자신|높이려는 대상이 없다","듣는 사람(고객님)","1","비표준 — 사물 높임(주어 '시중 금리' = 청자와 무관한 가격·요금)","A1=말씀·생각·계획(생각) / A2=가격·요금(시중 금리) / 장면=은행 창구(금융, 서비스 발화) / 화계=합쇼체 / 서술어 바뀌다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 생각은 청자의 생각. 시중 금리는 시장 전체의 이자율(돈의 가격)로 청자 개인의 대출 조건과 구별되게 '시중'을 붙임 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","14","d","A2","B2","target","은행 창구에서 직원이 석 달 만에 대출 상담을 받으러 다시 온 50대 남성 고객의 상담 서류를 넘겨 보며 말한다.","고객님, 지난번 상담 때와는 시중 금리가 많이 바뀌었습니다.","바뀌었습니다","","","","2","적격 — 사물 주어에 -시- 없음(청자 높임은 합쇼체로 유지)","A1=말씀·생각·계획(생각) / A2=가격·요금(시중 금리) / 장면=은행 창구(금융, 서비스 발화) / 화계=합쇼체 / 서술어 바뀌다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 생각은 청자의 생각. 시중 금리는 시장 전체의 이자율(돈의 가격)로 청자 개인의 대출 조건과 구별되게 '시중'을 붙임 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","15","a","A1","B1","target","저녁 식사 뒤 거실에서, 대학생 딸이 아버지가 직접 짠 가족 여행 일정표와 숙소 예약 사이트를 함께 보며 말한다.","아버지, 이번 여행 계획이 생각보다 너무 빡빡하세요.","빡빡하세요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(아버지)|여행 계획|화자 자신|높이려는 대상이 없다","듣는 사람(아버지)","2","적격 — 간접 높임(주어 '여행 계획' = 청자의 말씀·생각·계획)","A1=말씀·생각·계획(여행 계획) / A2=가격·요금(방값) / 장면=가정 거실(비서비스) / 화계=해요체 / 서술어 빡빡하다·비싸다(모두 현재) / 주어 음절 2·2 / 판정 근거: 여행 계획은 청자가 직접 짠 계획. 방값은 아직 예약하지 않은 숙소의 가격으로 청자와 무관 | P4-03 판정: b·c·d 유지, a의 '적격(간접 높임)'은 확정하지 못함. 인간검수필요: 주어 '여행 계획'은 아버지가 짠 가족 여행 일정표(산출물)이고 '빡빡하다'는 일정의 밀도를 말할 뿐 청자의 성품·상태를 말하지 않아, 간접 높임 허용 범위의 경계('교수님, 과제가 너무 많으세요'형)에 있음. 『표준 언어 예절』(2011) 159쪽의 간접 존대 예는 신체·성품·심리·소유물. a가 과잉 높임으로 평정되면 A1 안의 -시- 효과가 뒤집힐 수 있음"
"E2","15","b","A1","B2","target","저녁 식사 뒤 거실에서, 대학생 딸이 아버지가 직접 짠 가족 여행 일정표와 숙소 예약 사이트를 함께 보며 말한다.","아버지, 이번 여행 계획이 생각보다 너무 빡빡해요.","빡빡해요","","","","3","덜 선호 — 간접 높임 생략(주어 '여행 계획' = 청자의 말씀·생각·계획, 청자 높임은 해요체로 유지)","A1=말씀·생각·계획(여행 계획) / A2=가격·요금(방값) / 장면=가정 거실(비서비스) / 화계=해요체 / 서술어 빡빡하다·비싸다(모두 현재) / 주어 음절 2·2 / 판정 근거: 여행 계획은 청자가 직접 짠 계획. 방값은 아직 예약하지 않은 숙소의 가격으로 청자와 무관 | P4-03 판정: b·c·d 유지, a의 '적격(간접 높임)'은 확정하지 못함. 인간검수필요: 주어 '여행 계획'은 아버지가 짠 가족 여행 일정표(산출물)이고 '빡빡하다'는 일정의 밀도를 말할 뿐 청자의 성품·상태를 말하지 않아, 간접 높임 허용 범위의 경계('교수님, 과제가 너무 많으세요'형)에 있음. 『표준 언어 예절』(2011) 159쪽의 간접 존대 예는 신체·성품·심리·소유물. a가 과잉 높임으로 평정되면 A1 안의 -시- 효과가 뒤집힐 수 있음"
"E2","15","c","A2","B1","target","저녁 식사 뒤 거실에서, 대학생 딸이 아버지가 직접 짠 가족 여행 일정표와 숙소 예약 사이트를 함께 보며 말한다.","아버지, 이 숙소는 방값이 생각보다 너무 비싸세요.","비싸세요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(아버지)|방값|화자 자신|높이려는 대상이 없다","듣는 사람(아버지)","4","비표준 — 사물 높임(주어 '방값' = 청자와 무관한 가격·요금)","A1=말씀·생각·계획(여행 계획) / A2=가격·요금(방값) / 장면=가정 거실(비서비스) / 화계=해요체 / 서술어 빡빡하다·비싸다(모두 현재) / 주어 음절 2·2 / 판정 근거: 여행 계획은 청자가 직접 짠 계획. 방값은 아직 예약하지 않은 숙소의 가격으로 청자와 무관 | P4-03 판정: b·c·d 유지, a의 '적격(간접 높임)'은 확정하지 못함. 인간검수필요: 주어 '여행 계획'은 아버지가 짠 가족 여행 일정표(산출물)이고 '빡빡하다'는 일정의 밀도를 말할 뿐 청자의 성품·상태를 말하지 않아, 간접 높임 허용 범위의 경계('교수님, 과제가 너무 많으세요'형)에 있음. 『표준 언어 예절』(2011) 159쪽의 간접 존대 예는 신체·성품·심리·소유물. a가 과잉 높임으로 평정되면 A1 안의 -시- 효과가 뒤집힐 수 있음"
"E2","15","d","A2","B2","target","저녁 식사 뒤 거실에서, 대학생 딸이 아버지가 직접 짠 가족 여행 일정표와 숙소 예약 사이트를 함께 보며 말한다.","아버지, 이 숙소는 방값이 생각보다 너무 비싸요.","비싸요","","","","1","적격 — 사물 주어에 -시- 없음(청자 높임은 해요체로 유지)","A1=말씀·생각·계획(여행 계획) / A2=가격·요금(방값) / 장면=가정 거실(비서비스) / 화계=해요체 / 서술어 빡빡하다·비싸다(모두 현재) / 주어 음절 2·2 / 판정 근거: 여행 계획은 청자가 직접 짠 계획. 방값은 아직 예약하지 않은 숙소의 가격으로 청자와 무관 | P4-03 판정: b·c·d 유지, a의 '적격(간접 높임)'은 확정하지 못함. 인간검수필요: 주어 '여행 계획'은 아버지가 짠 가족 여행 일정표(산출물)이고 '빡빡하다'는 일정의 밀도를 말할 뿐 청자의 성품·상태를 말하지 않아, 간접 높임 허용 범위의 경계('교수님, 과제가 너무 많으세요'형)에 있음. 『표준 언어 예절』(2011) 159쪽의 간접 존대 예는 신체·성품·심리·소유물. a가 과잉 높임으로 평정되면 A1 안의 -시- 효과가 뒤집힐 수 있음"
"E2","16","a","A1","B1","target","오후 특강이 끝난 뒤, 대학원생이 특강을 마친 지도교수와 함께 강당을 나서며 말한다. 이날 특강에는 청중이 많이 몰렸다.","교수님, 오늘은 말씀이 생각보다 좀 빠르셨어요.","빠르셨어요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(교수님)|말씀|화자 자신|높이려는 대상이 없다","듣는 사람(교수님)","1","적격 — 간접 높임(주어 '말씀' = 청자의 말씀·생각·계획)","A1=말씀·생각·계획(말씀) / A2=시설·장소(강당) / 장면=대학 강당(학교, 비서비스) / 화계=해요체 / 서술어 빠르다·좁다(모두 과거, 5음절 활용형) / 주어 음절 2·2 / 판정 근거: 말씀은 청자의 말. 강당은 학교 시설로 청자와 무관(주제어 '오늘 특강은'을 빼 청자 행위와의 연결을 끊음) | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","16","b","A1","B2","target","오후 특강이 끝난 뒤, 대학원생이 특강을 마친 지도교수와 함께 강당을 나서며 말한다. 이날 특강에는 청중이 많이 몰렸다.","교수님, 오늘은 말씀이 생각보다 좀 빨랐어요.","빨랐어요","","","","2","덜 선호 — 간접 높임 생략(주어 '말씀' = 청자의 말씀·생각·계획, 청자 높임은 해요체로 유지)","A1=말씀·생각·계획(말씀) / A2=시설·장소(강당) / 장면=대학 강당(학교, 비서비스) / 화계=해요체 / 서술어 빠르다·좁다(모두 과거, 5음절 활용형) / 주어 음절 2·2 / 판정 근거: 말씀은 청자의 말. 강당은 학교 시설로 청자와 무관(주제어 '오늘 특강은'을 빼 청자 행위와의 연결을 끊음) | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
