"exp","set_id","cond","A_level","B_level","role","context","sentence","critical_region","cq_question","cq_options","cq_answer","list","norm_status","note"
"E3","08","b","A1","B2","target","화자는 고등학교 1학년 학생이다. 지금 국어 교사에게 자기 동생 이야기를 하고 있다. 동생은 초등학교 6학년이다.","동생이 이번 방학 동안 도서관에서 책을 서른 권이나 읽었어요.","읽었어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","듣는 사람","2","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 교수·교사(국어 교사) / 주어 유형: 동생 / 서술어: 읽다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '국어 선생님께' → '국어 교사에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 인간검수필요: 초등학생 동생이 책을 '서른 권이나' 읽은 일은 장난스러운 격상으로 읽힐 여지가 있음. 농담 높임은 친구 청자(c)에서 더 자연스러워 c만 올라갈 수 있음 — c 수용성 확인"
"E3","08","c","A2","B1","target","화자는 고등학교 1학년 학생이다. 지금 동갑 친구에게 자기 동생 이야기를 하고 있다. 동생은 초등학교 6학년이다.","동생이 이번 방학 동안 도서관에서 책을 서른 권이나 읽으셨어.","읽으셨어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","이야기 속 인물(동생)","3","부적격(비높임 주어에 -시-)","청자 유형: 교수·교사(국어 교사) / 주어 유형: 동생 / 서술어: 읽다 / 근거: 주어(동생)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 인간검수필요: 초등학생 동생이 책을 '서른 권이나' 읽은 일은 장난스러운 격상으로 읽힐 여지가 있음. 농담 높임은 친구 청자(c)에서 더 자연스러워 c만 올라갈 수 있음 — c 수용성 확인"
"E3","08","d","A2","B2","target","화자는 고등학교 1학년 학생이다. 지금 동갑 친구에게 자기 동생 이야기를 하고 있다. 동생은 초등학교 6학년이다.","동생이 이번 방학 동안 도서관에서 책을 서른 권이나 읽었어.","읽었어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","아무도 없다","4","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 교수·교사(국어 교사) / 주어 유형: 동생 / 서술어: 읽다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 인간검수필요: 초등학생 동생이 책을 '서른 권이나' 읽은 일은 장난스러운 격상으로 읽힐 여지가 있음. 농담 높임은 친구 청자(c)에서 더 자연스러워 c만 올라갈 수 있음 — c 수용성 확인"
"E3","09","a","A1","B1","target","화자는 회사원이다. 지금 같은 팀 팀장에게 자기 동생 이야기를 하고 있다. 동생은 화자보다 다섯 살 어린 대학생이다.","동생이 이번 겨울에 친구들과 유럽으로 배낭여행을 떠나셨어요.","떠나셨어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","둘 다","4","부적격(비높임 주어에 -시-)","청자 유형: 직장 상사(팀장) / 주어 유형: 동생 / 서술어: 떠나다 / 근거: 주어(동생)는 화자·청자 모두보다 아래라 -시-의 허가자가 없음. -요(청자 높임)와 별개 | 검수수정: context '팀장님께' → '팀장에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","09","b","A1","B2","target","화자는 회사원이다. 지금 같은 팀 팀장에게 자기 동생 이야기를 하고 있다. 동생은 화자보다 다섯 살 어린 대학생이다.","동생이 이번 겨울에 친구들과 유럽으로 배낭여행을 떠났어요.","떠났어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","듣는 사람","1","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 직장 상사(팀장) / 주어 유형: 동생 / 서술어: 떠나다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '팀장님께' → '팀장에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","09","c","A2","B1","target","화자는 회사원이다. 지금 동갑 친구에게 자기 동생 이야기를 하고 있다. 동생은 화자보다 다섯 살 어린 대학생이다.","동생이 이번 겨울에 친구들과 유럽으로 배낭여행을 떠나셨어.","떠나셨어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","이야기 속 인물(동생)","2","부적격(비높임 주어에 -시-)","청자 유형: 직장 상사(팀장) / 주어 유형: 동생 / 서술어: 떠나다 / 근거: 주어(동생)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","09","d","A2","B2","target","화자는 회사원이다. 지금 동갑 친구에게 자기 동생 이야기를 하고 있다. 동생은 화자보다 다섯 살 어린 대학생이다.","동생이 이번 겨울에 친구들과 유럽으로 배낭여행을 떠났어.","떠났어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","아무도 없다","3","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 직장 상사(팀장) / 주어 유형: 동생 / 서술어: 떠나다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","10","a","A1","B1","target","화자는 스물아홉 살 회사원이다. 지금 같은 부서 부장에게 자기 동생 이야기를 하고 있다. 동생은 올해 스무 살이다.","동생이 지난달에 운전면허 시험에 한 번에 붙으셨어요.","붙으셨어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","둘 다","3","부적격(비높임 주어에 -시-)","청자 유형: 직장 상사(부장) / 주어 유형: 동생 / 서술어: 붙다 / 근거: 주어(동생)는 화자·청자 모두보다 아래라 -시-의 허가자가 없음. -요(청자 높임)와 별개 | 검수수정: context '부장님께' → '부장에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","10","b","A1","B2","target","화자는 스물아홉 살 회사원이다. 지금 같은 부서 부장에게 자기 동생 이야기를 하고 있다. 동생은 올해 스무 살이다.","동생이 지난달에 운전면허 시험에 한 번에 붙었어요.","붙었어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","듣는 사람","4","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 직장 상사(부장) / 주어 유형: 동생 / 서술어: 붙다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '부장님께' → '부장에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","10","c","A2","B1","target","화자는 스물아홉 살 회사원이다. 지금 동갑 친구에게 자기 동생 이야기를 하고 있다. 동생은 올해 스무 살이다.","동생이 지난달에 운전면허 시험에 한 번에 붙으셨어.","붙으셨어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","이야기 속 인물(동생)","1","부적격(비높임 주어에 -시-)","청자 유형: 직장 상사(부장) / 주어 유형: 동생 / 서술어: 붙다 / 근거: 주어(동생)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","10","d","A2","B2","target","화자는 스물아홉 살 회사원이다. 지금 동갑 친구에게 자기 동생 이야기를 하고 있다. 동생은 올해 스무 살이다.","동생이 지난달에 운전면허 시험에 한 번에 붙었어.","붙었어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(동생)|둘 다|아무도 없다","아무도 없다","2","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 직장 상사(부장) / 주어 유형: 동생 / 서술어: 붙다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","11","a","A1","B1","target","화자는 서른네 살 회사원이다. 지금 같은 부서 과장에게 자기 조카 이야기를 하고 있다. 조카는 형의 딸로 초등학교 1학년이다.","조카가 지난주에 처음으로 보조 바퀴 없이 자전거를 타셨어요.","타셨어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(조카)|둘 다|아무도 없다","둘 다","2","부적격(비높임 주어에 -시-)","청자 유형: 직장 상사(과장) / 주어 유형: 조카 / 서술어: 타다 / 근거: 주어(조카)는 화자·청자 모두보다 아래라 -시-의 허가자가 없음. -요(청자 높임)와 별개 | 검수수정: context '과장님께' → '과장에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 검수표시: 초등학교 1학년 조카가 처음 두발자전거를 탐 — c에서 장난스러운 격상 여지 약함"
"E3","11","b","A1","B2","target","화자는 서른네 살 회사원이다. 지금 같은 부서 과장에게 자기 조카 이야기를 하고 있다. 조카는 형의 딸로 초등학교 1학년이다.","조카가 지난주에 처음으로 보조 바퀴 없이 자전거를 탔어요.","탔어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(조카)|둘 다|아무도 없다","듣는 사람","3","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 직장 상사(과장) / 주어 유형: 조카 / 서술어: 타다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '과장님께' → '과장에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 검수표시: 초등학교 1학년 조카가 처음 두발자전거를 탐 — c에서 장난스러운 격상 여지 약함"
"E3","11","c","A2","B1","target","화자는 서른네 살 회사원이다. 지금 동갑 친구에게 자기 조카 이야기를 하고 있다. 조카는 형의 딸로 초등학교 1학년이다.","조카가 지난주에 처음으로 보조 바퀴 없이 자전거를 타셨어.","타셨어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(조카)|둘 다|아무도 없다","이야기 속 인물(조카)","4","부적격(비높임 주어에 -시-)","청자 유형: 직장 상사(과장) / 주어 유형: 조카 / 서술어: 타다 / 근거: 주어(조카)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 검수표시: 초등학교 1학년 조카가 처음 두발자전거를 탐 — c에서 장난스러운 격상 여지 약함"
"E3","11","d","A2","B2","target","화자는 서른네 살 회사원이다. 지금 동갑 친구에게 자기 조카 이야기를 하고 있다. 조카는 형의 딸로 초등학교 1학년이다.","조카가 지난주에 처음으로 보조 바퀴 없이 자전거를 탔어.","탔어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(조카)|둘 다|아무도 없다","아무도 없다","1","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 직장 상사(과장) / 주어 유형: 조카 / 서술어: 타다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 검수표시: 초등학교 1학년 조카가 처음 두발자전거를 탐 — c에서 장난스러운 격상 여지 약함"
"E3","12","a","A1","B1","target","화자는 스물여덟 살 회사원이다. 지금 같은 팀 팀장에게 자기 사촌 동생 이야기를 하고 있다. 사촌 동생은 화자보다 일곱 살 어린 대학생이다.","사촌 동생이 이번 학기에 교환 학생으로 캐나다에 가셨대요.","가셨대요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(사촌 동생)|둘 다|아무도 없다","둘 다","1","부적격(비높임 주어에 -시-)","청자 유형: 직장 상사(팀장) / 주어 유형: 사촌 동생 / 서술어: 가다 / 근거: 주어(사촌 동생)는 화자·청자 모두보다 아래라 -시-의 허가자가 없음. -요(청자 높임)와 별개 | 검수수정: context '팀장님께' → '팀장에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","12","b","A1","B2","target","화자는 스물여덟 살 회사원이다. 지금 같은 팀 팀장에게 자기 사촌 동생 이야기를 하고 있다. 사촌 동생은 화자보다 일곱 살 어린 대학생이다.","사촌 동생이 이번 학기에 교환 학생으로 캐나다에 갔대요.","갔대요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(사촌 동생)|둘 다|아무도 없다","듣는 사람","2","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 직장 상사(팀장) / 주어 유형: 사촌 동생 / 서술어: 가다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '팀장님께' → '팀장에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","12","c","A2","B1","target","화자는 스물여덟 살 회사원이다. 지금 동갑 친구에게 자기 사촌 동생 이야기를 하고 있다. 사촌 동생은 화자보다 일곱 살 어린 대학생이다.","사촌 동생이 이번 학기에 교환 학생으로 캐나다에 가셨대.","가셨대","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(사촌 동생)|둘 다|아무도 없다","이야기 속 인물(사촌 동생)","3","부적격(비높임 주어에 -시-)","청자 유형: 직장 상사(팀장) / 주어 유형: 사촌 동생 / 서술어: 가다 / 근거: 주어(사촌 동생)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","12","d","A2","B2","target","화자는 스물여덟 살 회사원이다. 지금 동갑 친구에게 자기 사촌 동생 이야기를 하고 있다. 사촌 동생은 화자보다 일곱 살 어린 대학생이다.","사촌 동생이 이번 학기에 교환 학생으로 캐나다에 갔대.","갔대","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(사촌 동생)|둘 다|아무도 없다","아무도 없다","4","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 직장 상사(팀장) / 주어 유형: 사촌 동생 / 서술어: 가다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님"
"E3","13","a","A1","B1","target","화자는 회사의 대리다. 지금 같은 팀 팀장에게 자기 대학 동아리 후배 이야기를 하고 있다. 후배는 화자보다 네 살 어린 대학생이다.","후배가 어제 처음 맡은 조별 과제 발표를 무사히 끝내셨어요.","끝내셨어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","둘 다","4","부적격(비높임 주어에 -시-)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '신입 사원(같은 팀 부하 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(팀장) / 주어 유형: 후배(직장 밖) / 서술어: 끝내다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","13","b","A1","B2","target","화자는 회사의 대리다. 지금 같은 팀 팀장에게 자기 대학 동아리 후배 이야기를 하고 있다. 후배는 화자보다 네 살 어린 대학생이다.","후배가 어제 처음 맡은 조별 과제 발표를 무사히 끝냈어요.","끝냈어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","듣는 사람","1","적격(주어에 -시- 없음, 해요체로 청자 높임)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '신입 사원(같은 팀 부하 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(팀장) / 주어 유형: 후배(직장 밖) / 서술어: 끝내다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","13","c","A2","B1","target","화자는 회사의 대리다. 지금 동갑 친구에게 자기 대학 동아리 후배 이야기를 하고 있다. 후배는 화자보다 네 살 어린 대학생이다.","후배가 어제 처음 맡은 조별 과제 발표를 무사히 끝내셨어.","끝내셨어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","이야기 속 인물(후배)","2","부적격(비높임 주어에 -시-)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '신입 사원(같은 팀 부하 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(팀장) / 주어 유형: 후배(직장 밖) / 서술어: 끝내다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","13","d","A2","B2","target","화자는 회사의 대리다. 지금 동갑 친구에게 자기 대학 동아리 후배 이야기를 하고 있다. 후배는 화자보다 네 살 어린 대학생이다.","후배가 어제 처음 맡은 조별 과제 발표를 무사히 끝냈어.","끝냈어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","아무도 없다","3","적격(주어에 -시- 없음, 동갑 청자에게 해체)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '신입 사원(같은 팀 부하 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(팀장) / 주어 유형: 후배(직장 밖) / 서술어: 끝내다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","14","a","A1","B1","target","화자는 회사의 과장이다. 지금 같은 부서 부장에게 자기 고등학교 후배 이야기를 하고 있다. 후배는 화자보다 열 살 어린 대학생이다.","후배가 이번 학교 축제 홍보 포스터를 직접 그리셨어요.","그리셨어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","둘 다","3","부적격(비높임 주어에 -시-)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '인턴(부하 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(부장) / 주어 유형: 후배(직장 밖) / 서술어: 그리다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","14","b","A1","B2","target","화자는 회사의 과장이다. 지금 같은 부서 부장에게 자기 고등학교 후배 이야기를 하고 있다. 후배는 화자보다 열 살 어린 대학생이다.","후배가 이번 학교 축제 홍보 포스터를 직접 그렸어요.","그렸어요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","듣는 사람","4","적격(주어에 -시- 없음, 해요체로 청자 높임)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '인턴(부하 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(부장) / 주어 유형: 후배(직장 밖) / 서술어: 그리다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","14","c","A2","B1","target","화자는 회사의 과장이다. 지금 동갑 친구에게 자기 고등학교 후배 이야기를 하고 있다. 후배는 화자보다 열 살 어린 대학생이다.","후배가 이번 학교 축제 홍보 포스터를 직접 그리셨어.","그리셨어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","이야기 속 인물(후배)","1","부적격(비높임 주어에 -시-)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '인턴(부하 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(부장) / 주어 유형: 후배(직장 밖) / 서술어: 그리다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","14","d","A2","B2","target","화자는 회사의 과장이다. 지금 동갑 친구에게 자기 고등학교 후배 이야기를 하고 있다. 후배는 화자보다 열 살 어린 대학생이다.","후배가 이번 학교 축제 홍보 포스터를 직접 그렸어.","그렸어","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","아무도 없다","2","적격(주어에 -시- 없음, 동갑 청자에게 해체)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '인턴(부하 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(부장) / 주어 유형: 후배(직장 밖) / 서술어: 그리다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","15","a","A1","B1","target","화자는 디자인 회사 직원이다. 지금 같은 회사 실장에게 자기 대학 과 후배 이야기를 하고 있다. 후배는 화자보다 세 살 어린 졸업반 학생이다.","후배가 지난달부터 학교 앞 빵집에서 아르바이트를 시작하셨더라고요.","시작하셨더라고요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","둘 다","2","부적격(비높임 주어에 -시-)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '회사 후배(같은 회사 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(실장) / 주어 유형: 후배(직장 밖) / 서술어: 시작하다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
"E3","15","b","A1","B2","target","화자는 디자인 회사 직원이다. 지금 같은 회사 실장에게 자기 대학 과 후배 이야기를 하고 있다. 후배는 화자보다 세 살 어린 졸업반 학생이다.","후배가 지난달부터 학교 앞 빵집에서 아르바이트를 시작했더라고요.","시작했더라고요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","듣는 사람","3","적격(주어에 -시- 없음, 해요체로 청자 높임)","D-12 교체(2026-09-19 메인 세션): 이전 주어 '회사 후배(같은 회사 직원)'는 『표준 언어 예절』(2011) p.158에 따라 직장 사람에 관해 말할 때 아래 직원에게도 -시-를 넣는 것이 권장되어 a·c의 부적격 판정에 규범 근거가 없었음(P4-03 검수). 주어를 직장 밖 후배로 바꿔 화자·청자 모두보다 아래이고 직장 경어법이 적용되지 않게 함 / 청자 유형: 직장 상사(실장) / 주어 유형: 후배(직장 밖) / 서술어: 시작하다 / 장난스러운 격상을 피하려고 일상적 사건으로 씀"
