"exp","set_id","cond","A_level","B_level","role","context","sentence","critical_region","cq_question","cq_options","cq_answer","list","norm_status","note"
"E1","09","c","A2","B1","target","화자는 대학교 4학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 여동생(열여섯 살, 고등학교 1학년)이다.","이번 학기부터 매일 학교까지 지하철 대신 자전거로 다니셔.","다니셔","이야기 속 인물은 화자에게 어떤 사람입니까?","여동생|지도 교수|남동생|친구","여동생","2","부적격: 비높임 대상 주어에 -시-","A1 유형 은사·교수(지도 교수) / A2 유형 동생(여동생); 서술어 다니다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","09","d","A2","B2","target","화자는 대학교 4학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 여동생(열여섯 살, 고등학교 1학년)이다.","이번 학기부터 매일 학교까지 지하철 대신 자전거로 다녀.","다녀","이야기 속 인물은 화자에게 어떤 사람입니까?","여동생|지도 교수|남동생|친구","여동생","3","적격: 비높임 대상 주어에 -시- 없음","A1 유형 은사·교수(지도 교수) / A2 유형 동생(여동생); 서술어 다니다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","10","a","A1","B1","target","화자는 스물아홉 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 팀장(마흔일곱 살, 화자가 속한 팀을 이끈다)이다.","지난주 사내 체육 대회 계주에서 마지막 주자로 뛰셨어.","뛰셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","팀장|회사 후배|부장|친구","팀장","3","적격: 높임 대상 주어에 -시-","검토 필요: 직장 상사를 친구에게 말할 때는 -시- 생략이 특히 흔하고 거리 두기로 읽힐 수 있어 b 수용성이 가족 어른 세트보다 높을 수 있음(세트 간 b 편차 점검) | A1 유형 직장 상사·이웃 어른(팀장) / A2 유형 후배(회사 후배); 서술어 뛰다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 판정: 유지. 『표준 언어 예절』(2011) 158–159쪽은 직장 윗사람을 말할 때 -시-를 넣는 것을 언어 예절로 제시하므로 b '덜 선호'는 규범과 맞음. c(회사 후배 + -시-)의 부적격도 유지 — 같은 쪽의 '직급이 같거나 낮은 직장 사람에게도 -시-' 권고는 직장 안 발화에 대한 것이고 이 세트의 청자는 직장 밖 친구임. 인간검수필요: 친구에게 상사를 말할 때 -시- 생략(거리 두기·험담 어조)이 흔해 b 수용성이 가족 어른 세트보다 높을 수 있음 — 예비 조사에서 세트 간 b 편차 확인"
"E1","10","b","A1","B2","target","화자는 스물아홉 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 팀장(마흔일곱 살, 화자가 속한 팀을 이끈다)이다.","지난주 사내 체육 대회 계주에서 마지막 주자로 뛰었어.","뛰었어","이야기 속 인물은 화자에게 어떤 사람입니까?","팀장|회사 후배|부장|친구","팀장","4","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","검토 필요: 직장 상사를 친구에게 말할 때는 -시- 생략이 특히 흔하고 거리 두기로 읽힐 수 있어 b 수용성이 가족 어른 세트보다 높을 수 있음(세트 간 b 편차 점검) | A1 유형 직장 상사·이웃 어른(팀장) / A2 유형 후배(회사 후배); 서술어 뛰다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 판정: 유지. 『표준 언어 예절』(2011) 158–159쪽은 직장 윗사람을 말할 때 -시-를 넣는 것을 언어 예절로 제시하므로 b '덜 선호'는 규범과 맞음. c(회사 후배 + -시-)의 부적격도 유지 — 같은 쪽의 '직급이 같거나 낮은 직장 사람에게도 -시-' 권고는 직장 안 발화에 대한 것이고 이 세트의 청자는 직장 밖 친구임. 인간검수필요: 친구에게 상사를 말할 때 -시- 생략(거리 두기·험담 어조)이 흔해 b 수용성이 가족 어른 세트보다 높을 수 있음 — 예비 조사에서 세트 간 b 편차 확인"
"E1","10","c","A2","B1","target","화자는 스물아홉 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 회사 후배(스물여섯 살, 같은 팀 신입 사원)이다.","지난주 사내 체육 대회 계주에서 마지막 주자로 뛰셨어.","뛰셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","회사 후배|팀장|고등학교 후배|친구","회사 후배","1","부적격: 비높임 대상 주어에 -시-","검토 필요: 직장 상사를 친구에게 말할 때는 -시- 생략이 특히 흔하고 거리 두기로 읽힐 수 있어 b 수용성이 가족 어른 세트보다 높을 수 있음(세트 간 b 편차 점검) | A1 유형 직장 상사·이웃 어른(팀장) / A2 유형 후배(회사 후배); 서술어 뛰다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 판정: 유지. 『표준 언어 예절』(2011) 158–159쪽은 직장 윗사람을 말할 때 -시-를 넣는 것을 언어 예절로 제시하므로 b '덜 선호'는 규범과 맞음. c(회사 후배 + -시-)의 부적격도 유지 — 같은 쪽의 '직급이 같거나 낮은 직장 사람에게도 -시-' 권고는 직장 안 발화에 대한 것이고 이 세트의 청자는 직장 밖 친구임. 인간검수필요: 친구에게 상사를 말할 때 -시- 생략(거리 두기·험담 어조)이 흔해 b 수용성이 가족 어른 세트보다 높을 수 있음 — 예비 조사에서 세트 간 b 편차 확인"
"E1","10","d","A2","B2","target","화자는 스물아홉 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 회사 후배(스물여섯 살, 같은 팀 신입 사원)이다.","지난주 사내 체육 대회 계주에서 마지막 주자로 뛰었어.","뛰었어","이야기 속 인물은 화자에게 어떤 사람입니까?","회사 후배|팀장|고등학교 후배|친구","회사 후배","2","적격: 비높임 대상 주어에 -시- 없음","검토 필요: 직장 상사를 친구에게 말할 때는 -시- 생략이 특히 흔하고 거리 두기로 읽힐 수 있어 b 수용성이 가족 어른 세트보다 높을 수 있음(세트 간 b 편차 점검) | A1 유형 직장 상사·이웃 어른(팀장) / A2 유형 후배(회사 후배); 서술어 뛰다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 판정: 유지. 『표준 언어 예절』(2011) 158–159쪽은 직장 윗사람을 말할 때 -시-를 넣는 것을 언어 예절로 제시하므로 b '덜 선호'는 규범과 맞음. c(회사 후배 + -시-)의 부적격도 유지 — 같은 쪽의 '직급이 같거나 낮은 직장 사람에게도 -시-' 권고는 직장 안 발화에 대한 것이고 이 세트의 청자는 직장 밖 친구임. 인간검수필요: 친구에게 상사를 말할 때 -시- 생략(거리 두기·험담 어조)이 흔해 b 수용성이 가족 어른 세트보다 높을 수 있음 — 예비 조사에서 세트 간 b 편차 확인"
"E1","11","a","A1","B1","target","화자는 스물여섯 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 할아버지(일흔여덟 살, 충청도 시골에 산다)이다.","어제 동네 저수지에서 팔뚝만 한 붕어를 두 마리나 잡으셨어.","잡으셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","할아버지|사촌 동생|할머니|친구","할아버지","2","적격: 높임 대상 주어에 -시-","A1 유형 조부모(할아버지) / A2 유형 조카·사촌 동생(사촌 동생); 서술어 잡다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","11","b","A1","B2","target","화자는 스물여섯 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 할아버지(일흔여덟 살, 충청도 시골에 산다)이다.","어제 동네 저수지에서 팔뚝만 한 붕어를 두 마리나 잡았어.","잡았어","이야기 속 인물은 화자에게 어떤 사람입니까?","할아버지|사촌 동생|할머니|친구","할아버지","3","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","A1 유형 조부모(할아버지) / A2 유형 조카·사촌 동생(사촌 동생); 서술어 잡다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","11","c","A2","B1","target","화자는 스물여섯 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 사촌 동생(열다섯 살, 중학교 2학년)이다.","어제 동네 저수지에서 팔뚝만 한 붕어를 두 마리나 잡으셨어.","잡으셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","사촌 동생|할아버지|조카|친구","사촌 동생","4","부적격: 비높임 대상 주어에 -시-","A1 유형 조부모(할아버지) / A2 유형 조카·사촌 동생(사촌 동생); 서술어 잡다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","11","d","A2","B2","target","화자는 스물여섯 살 회사원이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 사촌 동생(열다섯 살, 중학교 2학년)이다.","어제 동네 저수지에서 팔뚝만 한 붕어를 두 마리나 잡았어.","잡았어","이야기 속 인물은 화자에게 어떤 사람입니까?","사촌 동생|할아버지|조카|친구","사촌 동생","1","적격: 비높임 대상 주어에 -시- 없음","A1 유형 조부모(할아버지) / A2 유형 조카·사촌 동생(사촌 동생); 서술어 잡다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","12","a","A1","B1","target","화자는 스물여덟 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 외삼촌(마흔다섯 살, 작은 가게를 한다)이다.","다음 주말에 가족들이랑 처음으로 강원도 계곡으로 캠핑을 가실 거야.","가실","이야기 속 인물은 화자에게 어떤 사람입니까?","외삼촌|아랫집 아이|큰아버지|친구","외삼촌","1","적격: 높임 대상 주어에 -시-","A1 유형 부모·친척 어른(외삼촌) / A2 유형 어린 이웃(아랫집 아이); 서술어 가다(미래 -ㄹ 거야); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","12","b","A1","B2","target","화자는 스물여덟 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 외삼촌(마흔다섯 살, 작은 가게를 한다)이다.","다음 주말에 가족들이랑 처음으로 강원도 계곡으로 캠핑을 갈 거야.","갈","이야기 속 인물은 화자에게 어떤 사람입니까?","외삼촌|아랫집 아이|큰아버지|친구","외삼촌","2","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","A1 유형 부모·친척 어른(외삼촌) / A2 유형 어린 이웃(아랫집 아이); 서술어 가다(미래 -ㄹ 거야); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","12","c","A2","B1","target","화자는 스물여덟 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 아랫집 아이(열한 살, 초등학교 4학년)이다.","다음 주말에 가족들이랑 처음으로 강원도 계곡으로 캠핑을 가실 거야.","가실","이야기 속 인물은 화자에게 어떤 사람입니까?","아랫집 아이|외삼촌|옆집 아이|친구","아랫집 아이","3","부적격: 비높임 대상 주어에 -시-","A1 유형 부모·친척 어른(외삼촌) / A2 유형 어린 이웃(아랫집 아이); 서술어 가다(미래 -ㄹ 거야); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","12","d","A2","B2","target","화자는 스물여덟 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 아랫집 아이(열한 살, 초등학교 4학년)이다.","다음 주말에 가족들이랑 처음으로 강원도 계곡으로 캠핑을 갈 거야.","갈","이야기 속 인물은 화자에게 어떤 사람입니까?","아랫집 아이|외삼촌|옆집 아이|친구","아랫집 아이","4","적격: 비높임 대상 주어에 -시- 없음","A1 유형 부모·친척 어른(외삼촌) / A2 유형 어린 이웃(아랫집 아이); 서술어 가다(미래 -ㄹ 거야); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","13","a","A1","B1","target","화자는 스물두 살 대학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 윗집 아저씨(쉰일곱 살, 개인택시 기사)이다.","지난 일요일에 아파트 알뜰 장터에서 헌책을 스무 권이나 파셨어.","파셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","윗집 아저씨|앞집 초등학생|아랫집 할머니|친구","윗집 아저씨","4","적격: 높임 대상 주어에 -시-","A1 유형 직장 상사·이웃 어른(윗집 아저씨) / A2 유형 어린 이웃(앞집 초등학생); 서술어 팔다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격) | 인간검수필요: c(앞집 초등학생 + '헌책을 스무 권이나 파셨어')는 아이의 어른스러운 성취를 치켜세우는 장난스러운 격상으로 읽힐 여지가 있음(규범상 부적격이나 사용에서 농담 높임 허용) — c 수용성이 다른 세트보다 높게 나오는지 확인"
"E1","13","b","A1","B2","target","화자는 스물두 살 대학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 윗집 아저씨(쉰일곱 살, 개인택시 기사)이다.","지난 일요일에 아파트 알뜰 장터에서 헌책을 스무 권이나 팔았어.","팔았어","이야기 속 인물은 화자에게 어떤 사람입니까?","윗집 아저씨|앞집 초등학생|아랫집 할머니|친구","윗집 아저씨","1","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","A1 유형 직장 상사·이웃 어른(윗집 아저씨) / A2 유형 어린 이웃(앞집 초등학생); 서술어 팔다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격) | 인간검수필요: c(앞집 초등학생 + '헌책을 스무 권이나 파셨어')는 아이의 어른스러운 성취를 치켜세우는 장난스러운 격상으로 읽힐 여지가 있음(규범상 부적격이나 사용에서 농담 높임 허용) — c 수용성이 다른 세트보다 높게 나오는지 확인"
"E1","13","c","A2","B1","target","화자는 스물두 살 대학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 앞집 초등학생(열한 살, 초등학교 4학년)이다.","지난 일요일에 아파트 알뜰 장터에서 헌책을 스무 권이나 파셨어.","파셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","앞집 초등학생|윗집 아저씨|윗집 중학생|친구","앞집 초등학생","2","부적격: 비높임 대상 주어에 -시-","A1 유형 직장 상사·이웃 어른(윗집 아저씨) / A2 유형 어린 이웃(앞집 초등학생); 서술어 팔다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격) | 인간검수필요: c(앞집 초등학생 + '헌책을 스무 권이나 파셨어')는 아이의 어른스러운 성취를 치켜세우는 장난스러운 격상으로 읽힐 여지가 있음(규범상 부적격이나 사용에서 농담 높임 허용) — c 수용성이 다른 세트보다 높게 나오는지 확인"
"E1","13","d","A2","B2","target","화자는 스물두 살 대학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 앞집 초등학생(열한 살, 초등학교 4학년)이다.","지난 일요일에 아파트 알뜰 장터에서 헌책을 스무 권이나 팔았어.","팔았어","이야기 속 인물은 화자에게 어떤 사람입니까?","앞집 초등학생|윗집 아저씨|윗집 중학생|친구","앞집 초등학생","3","적격: 비높임 대상 주어에 -시- 없음","A1 유형 직장 상사·이웃 어른(윗집 아저씨) / A2 유형 어린 이웃(앞집 초등학생); 서술어 팔다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격) | 인간검수필요: c(앞집 초등학생 + '헌책을 스무 권이나 파셨어')는 아이의 어른스러운 성취를 치켜세우는 장난스러운 격상으로 읽힐 여지가 있음(규범상 부적격이나 사용에서 농담 높임 허용) — c 수용성이 다른 세트보다 높게 나오는지 확인"
"E1","14","a","A1","B1","target","화자는 대학교 3학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 외할머니(예순여섯 살, 지방 소도시에 산다)이다.","지난달에 운전면허 필기랑 실기를 한 번에 다 통과하셨어.","통과하셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","외할머니|과 후배|외할아버지|친구","외할머니","3","적격: 높임 대상 주어에 -시-","A1 유형 조부모(외할머니) / A2 유형 후배(과 후배); 서술어 통과하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","14","b","A1","B2","target","화자는 대학교 3학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 외할머니(예순여섯 살, 지방 소도시에 산다)이다.","지난달에 운전면허 필기랑 실기를 한 번에 다 통과했어.","통과했어","이야기 속 인물은 화자에게 어떤 사람입니까?","외할머니|과 후배|외할아버지|친구","외할머니","4","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","A1 유형 조부모(외할머니) / A2 유형 후배(과 후배); 서술어 통과하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","14","c","A2","B1","target","화자는 대학교 3학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 과 후배(스무 살, 대학교 1학년)이다.","지난달에 운전면허 필기랑 실기를 한 번에 다 통과하셨어.","통과하셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","과 후배|외할머니|동아리 후배|친구","과 후배","1","부적격: 비높임 대상 주어에 -시-","A1 유형 조부모(외할머니) / A2 유형 후배(과 후배); 서술어 통과하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","14","d","A2","B2","target","화자는 대학교 3학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 과 후배(스무 살, 대학교 1학년)이다.","지난달에 운전면허 필기랑 실기를 한 번에 다 통과했어.","통과했어","이야기 속 인물은 화자에게 어떤 사람입니까?","과 후배|외할머니|동아리 후배|친구","과 후배","2","적격: 비높임 대상 주어에 -시- 없음","A1 유형 조부모(외할머니) / A2 유형 후배(과 후배); 서술어 통과하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","15","a","A1","B1","target","화자는 대학교 4학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 이모(마흔여덟 살, 간호사)이다.","지난달에 지역 마라톤 대회에서 처음으로 10킬로미터 코스를 완주하셨어.","완주하셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","이모|사촌 동생|고모|친구","이모","2","적격: 높임 대상 주어에 -시-","A1 유형 부모·친척 어른(이모) / A2 유형 조카·사촌 동생(사촌 동생); 서술어 완주하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","15","b","A1","B2","target","화자는 대학교 4학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 이모(마흔여덟 살, 간호사)이다.","지난달에 지역 마라톤 대회에서 처음으로 10킬로미터 코스를 완주했어.","완주했어","이야기 속 인물은 화자에게 어떤 사람입니까?","이모|사촌 동생|고모|친구","이모","3","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","A1 유형 부모·친척 어른(이모) / A2 유형 조카·사촌 동생(사촌 동생); 서술어 완주하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","15","c","A2","B1","target","화자는 대학교 4학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 사촌 동생(열아홉 살, 대학교 1학년)이다.","지난달에 지역 마라톤 대회에서 처음으로 10킬로미터 코스를 완주하셨어.","완주하셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","사촌 동생|이모|조카|친구","사촌 동생","4","부적격: 비높임 대상 주어에 -시-","A1 유형 부모·친척 어른(이모) / A2 유형 조카·사촌 동생(사촌 동생); 서술어 완주하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","15","d","A2","B2","target","화자는 대학교 4학년 학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 사촌 동생(열아홉 살, 대학교 1학년)이다.","지난달에 지역 마라톤 대회에서 처음으로 10킬로미터 코스를 완주했어.","완주했어","이야기 속 인물은 화자에게 어떤 사람입니까?","사촌 동생|이모|조카|친구","사촌 동생","1","적격: 비높임 대상 주어에 -시- 없음","A1 유형 부모·친척 어른(이모) / A2 유형 조카·사촌 동생(사촌 동생); 서술어 완주하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","16","a","A1","B1","target","화자는 스물여섯 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 중학교 은사(쉰다섯 살, 지금도 중학교에서 가르친다)이다.","요즘 집 베란다 화분에서 방울토마토랑 상추를 직접 기르셔.","기르셔","이야기 속 인물은 화자에게 어떤 사람입니까?","중학교 은사|남동생|전공 교수|친구","중학교 은사","1","적격: 높임 대상 주어에 -시-","A1 유형 은사·교수(중학교 은사) / A2 유형 동생(남동생); 서술어 기르다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","16","b","A1","B2","target","화자는 스물여섯 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 중학교 은사(쉰다섯 살, 지금도 중학교에서 가르친다)이다.","요즘 집 베란다 화분에서 방울토마토랑 상추를 직접 길러.","길러","이야기 속 인물은 화자에게 어떤 사람입니까?","중학교 은사|남동생|전공 교수|친구","중학교 은사","2","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","A1 유형 은사·교수(중학교 은사) / A2 유형 동생(남동생); 서술어 기르다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","16","c","A2","B1","target","화자는 스물여섯 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 남동생(스물두 살, 대학교 3학년)이다.","요즘 집 베란다 화분에서 방울토마토랑 상추를 직접 기르셔.","기르셔","이야기 속 인물은 화자에게 어떤 사람입니까?","남동생|중학교 은사|여동생|친구","남동생","3","부적격: 비높임 대상 주어에 -시-","A1 유형 은사·교수(중학교 은사) / A2 유형 동생(남동생); 서술어 기르다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","16","d","A2","B2","target","화자는 스물여섯 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 남동생(스물두 살, 대학교 3학년)이다.","요즘 집 베란다 화분에서 방울토마토랑 상추를 직접 길러.","길러","이야기 속 인물은 화자에게 어떤 사람입니까?","남동생|중학교 은사|여동생|친구","남동생","4","적격: 비높임 대상 주어에 -시- 없음","A1 유형 은사·교수(중학교 은사) / A2 유형 동생(남동생); 서술어 기르다(현재); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","17","a","A1","B1","target","화자는 스물다섯 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 외할아버지(일흔 살, 사진 찍기가 취미다)이다.","지난 주말에 사진 동호회에서 단체로 제주도 출사를 다녀오셨어.","다녀오셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","외할아버지|남동생|외할머니|친구","외할아버지","4","적격: 높임 대상 주어에 -시-","A1 유형 조부모(외할아버지) / A2 유형 동생(남동생); 서술어 다녀오다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","17","b","A1","B2","target","화자는 스물다섯 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 외할아버지(일흔 살, 사진 찍기가 취미다)이다.","지난 주말에 사진 동호회에서 단체로 제주도 출사를 다녀왔어.","다녀왔어","이야기 속 인물은 화자에게 어떤 사람입니까?","외할아버지|남동생|외할머니|친구","외할아버지","1","덜 선호: 높임 대상 주어에 -시- 생략(구어에서 흔함)","A1 유형 조부모(외할아버지) / A2 유형 동생(남동생); 서술어 다녀오다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","17","c","A2","B1","target","화자는 스물다섯 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 남동생(스물한 살, 사진 찍기가 취미다)이다.","지난 주말에 사진 동호회에서 단체로 제주도 출사를 다녀오셨어.","다녀오셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","남동생|외할아버지|여동생|친구","남동생","2","부적격: 비높임 대상 주어에 -시-","A1 유형 조부모(외할아버지) / A2 유형 동생(남동생); 서술어 다녀오다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","17","d","A2","B2","target","화자는 스물다섯 살 직장인이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 남동생(스물한 살, 사진 찍기가 취미다)이다.","지난 주말에 사진 동호회에서 단체로 제주도 출사를 다녀왔어.","다녀왔어","이야기 속 인물은 화자에게 어떤 사람입니까?","남동생|외할아버지|여동생|친구","남동생","3","적격: 비높임 대상 주어에 -시- 없음","A1 유형 조부모(외할아버지) / A2 유형 동생(남동생); 서술어 다녀오다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격)"
"E1","18","a","A1","B1","target","화자는 스물세 살 대학생이고, 지금 친구와 이야기하고 있다. 이야기 속 인물은 화자의 작은아버지(쉰 살, 공무원)이다.","어제 구민 체육관에서 열린 동네 탁구 대회에서 우승하셨어.","우승하셨어","이야기 속 인물은 화자에게 어떤 사람입니까?","작은아버지|윗집 중학생|외삼촌|친구","작은아버지","3","적격: 높임 대상 주어에 -시-","A1 유형 부모·친척 어른(작은아버지) / A2 유형 어린 이웃(윗집 중학생); 서술어 우승하다(과거); 규범 근거 표준 언어 예절(2011) 주체 높임 원칙 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 부적격·d 적격) | 인간검수필요: c(윗집 중학생 + '대회에서 우승하셨어')는 우승을 치켜세우는 장난스러운 격상으로 읽힐 여지가 있음(규범상 부적격이나 사용에서 농담 높임 허용) — c 수용성이 다른 세트보다 높게 나오는지 확인"
